P_PARTKEY,P_NAME,P_MFGR,P_BRAND,P_TYPE,P_SIZE,P_CONTAINER,P_RETAILPRICE,P_COMMENT
46512,bisque lime navajo antique powder,Manufacturer#2,Brand#24,PROMO PLATED BRASS,32,MED JAR,1458.51,ly across the stealth
46665,blanched brown metallic tomato smoke,Manufacturer#2,Brand#25,LARGE BRUSHED NICKEL,8,MED BOX,1611.66,s. even ideas sleep
47186,almond spring medium sky snow,Manufacturer#4,Brand#44,ECONOMY POLISHED BRASS,22,WRAP PKG,1133.18,sits. a
47285,purple brown misty mint orchid,Manufacturer#4,Brand#44,PROMO ANODIZED BRASS,15,JUMBO JAR,1232.28,"unusual, bold acco"
47379,magenta drab blue lavender cornflower,Manufacturer#3,Brand#31,ECONOMY ANODIZED STEEL,1,SM CASE,1326.37,iously. packages b
47390,wheat coral metallic grey sienna,Manufacturer#1,Brand#15,PROMO POLISHED STEEL,50,WRAP BAG,1337.39,uctions across th
47464,olive lace cornsilk burlywood dim,Manufacturer#3,Brand#31,LARGE POLISHED BRASS,45,WRAP BAG,1411.46,ainst the 
47535,rosy yellow honeydew lavender aquamarine,Manufacturer#2,Brand#24,PROMO ANODIZED NICKEL,25,WRAP DRUM,1482.53,eans w
47782,olive pink thistle ghost cream,Manufacturer#2,Brand#25,LARGE ANODIZED TIN,13,WRAP CAN,1729.78,al frets use furi
47829,almond burlywood dim firebrick violet,Manufacturer#4,Brand#44,SMALL PLATED STEEL,4,JUMBO PACK,1776.82, requests us
47850,firebrick cornflower burnished thistle light,Manufacturer#4,Brand#41,STANDARD BURNISHED NICKEL,31,SM DRUM,1797.85,"ronic, speci"
47878,seashell linen peru lawn powder,Manufacturer#3,Brand#35,ECONOMY POLISHED COPPER,50,SM PKG,1825.87,unts hang slo
48067,forest maroon turquoise tan tomato,Manufacturer#2,Brand#22,LARGE PLATED BRASS,41,LG CAN,1015.06,"ronic, even a"
48114,linen chocolate dodger hot lemon,Manufacturer#5,Brand#54,STANDARD BRUSHED TIN,47,SM JAR,1062.11,er the furio
48205,magenta frosted grey red navajo,Manufacturer#2,Brand#23,MEDIUM POLISHED TIN,10,SM PKG,1153.2, pinto bean
48221,salmon almond firebrick sandy steel,Manufacturer#2,Brand#23,SMALL PLATED STEEL,7,SM CASE,1169.22,inal foxes. ironic pac
48277,green chocolate sandy blush cornsilk,Manufacturer#5,Brand#52,LARGE BRUSHED STEEL,22,SM BOX,1225.27, the slyly even pinto
48345,sky indian gainsboro goldenrod green,Manufacturer#1,Brand#14,ECONOMY POLISHED STEEL,14,LG PACK,1293.34,e blithely iro
48381,gainsboro lavender ghost moccasin coral,Manufacturer#5,Brand#54,PROMO PLATED COPPER,34,JUMBO PACK,1329.38,ts boost careful
48644,burlywood lemon wheat orchid brown,Manufacturer#4,Brand#44,LARGE POLISHED NICKEL,5,WRAP PKG,1592.64,ckages wake 
48671,gainsboro lime spring orange chiffon,Manufacturer#1,Brand#14,LARGE BRUSHED NICKEL,26,WRAP BOX,1619.67,nst the c
48729,mint slate rosy lawn gainsboro,Manufacturer#5,Brand#51,PROMO BRUSHED TIN,13,LG BOX,1677.72,ding t
48746,blue rosy lime lavender lemon,Manufacturer#4,Brand#42,SMALL BURNISHED NICKEL,41,SM PKG,1694.74,y packages sleep af
48835,dim beige sienna moccasin green,Manufacturer#3,Brand#34,SMALL POLISHED TIN,10,WRAP BAG,1783.83, instructio
48889,blush medium coral purple cornflower,Manufacturer#3,Brand#35,PROMO PLATED STEEL,2,WRAP CAN,1837.88,ests are furiously som
49040,chiffon drab antique pale brown,Manufacturer#3,Brand#32,MEDIUM ANODIZED TIN,9,LG DRUM,989.04, packages
49296,red burlywood honeydew dim midnight,Manufacturer#5,Brand#52,SMALL POLISHED TIN,42,LG CASE,1245.29,es-- pearls wake qu
49336,lavender steel moccasin chiffon drab,Manufacturer#3,Brand#32,STANDARD POLISHED COPPER,3,MED JAR,1285.33,ts acr
49397,metallic goldenrod sky peach pale,Manufacturer#1,Brand#11,PROMO BURNISHED STEEL,12,MED PACK,1346.39,ost. bold foxes wake 
49475,blue salmon puff red lace,Manufacturer#5,Brand#52,SMALL POLISHED TIN,37,MED PKG,1424.47,cording to the re
49497,smoke turquoise khaki green sky,Manufacturer#4,Brand#44,LARGE POLISHED STEEL,11,LG CAN,1446.49,carefully exp
49541,snow maroon puff lavender rosy,Manufacturer#3,Brand#33,LARGE ANODIZED TIN,31,SM JAR,1490.54,t the carefully 
49550,olive light sky sandy burlywood,Manufacturer#1,Brand#12,STANDARD BRUSHED BRASS,15,SM JAR,1499.55,usual de
49813,burlywood steel moccasin medium sandy,Manufacturer#2,Brand#25,ECONOMY BRUSHED BRASS,2,JUMBO CAN,1762.81,nd fluf
49836,khaki mint powder grey azure,Manufacturer#5,Brand#54,ECONOMY BRUSHED TIN,15,LG CAN,1785.83,r the b
49874,metallic puff peach green olive,Manufacturer#1,Brand#12,ECONOMY PLATED TIN,11,LG CASE,1823.87,ular Ti
49981,rose red purple salmon sandy,Manufacturer#2,Brand#23,ECONOMY BURNISHED STEEL,44,SM CAN,1930.98,lithely fl
50063,hot aquamarine cyan misty forest,Manufacturer#4,Brand#45,ECONOMY ANODIZED COPPER,41,SM PACK,1013.06,ess p
50075,chiffon mint ghost pink lace,Manufacturer#4,Brand#43,SMALL POLISHED STEEL,27,JUMBO JAR,1025.07, bold frets 
50100,moccasin snow red midnight peru,Manufacturer#3,Brand#34,STANDARD POLISHED NICKEL,42,LG CAN,1050.1,ctions. 
50217,coral aquamarine steel moccasin white,Manufacturer#1,Brand#12,LARGE PLATED NICKEL,49,WRAP CASE,1167.21,unusual accou
50570,goldenrod chocolate forest saddle dodger,Manufacturer#5,Brand#55,STANDARD PLATED STEEL,29,JUMBO DRUM,1520.57,ly eve
50732,khaki purple midnight pale red,Manufacturer#2,Brand#23,LARGE BURNISHED COPPER,11,JUMBO CAN,1682.73,ole slyly. furious f
50895,tomato coral seashell moccasin salmon,Manufacturer#2,Brand#25,PROMO BRUSHED NICKEL,17,MED CAN,1845.89,le about
80166,lawn pale mint orchid sky,Manufacturer#5,Brand#51,PROMO PLATED COPPER,8,JUMBO CAN,1146.16,le iron
80185,burlywood olive magenta blue tomato,Manufacturer#3,Brand#34,SMALL ANODIZED NICKEL,41,SM PKG,1165.18,s nag bl
80387,honeydew beige metallic deep aquamarine,Manufacturer#2,Brand#24,LARGE POLISHED STEEL,28,JUMBO PACK,1367.38,nstructions aga
80442,royal blush orchid medium cream,Manufacturer#3,Brand#33,MEDIUM ANODIZED BRASS,3,MED PACK,1422.44,ic asymptotes b
80617,deep forest burlywood tomato orchid,Manufacturer#5,Brand#51,PROMO POLISHED TIN,16,SM CAN,1597.61,", ironic as"
80808,green smoke linen lavender peru,Manufacturer#1,Brand#11,PROMO ANODIZED BRASS,15,WRAP BAG,1788.8,ts haggle carefu
80813,peru moccasin plum puff thistle,Manufacturer#2,Brand#23,STANDARD PLATED NICKEL,34,SM JAR,1793.81,the p
80822,chartreuse pale salmon royal magenta,Manufacturer#2,Brand#23,ECONOMY BURNISHED TIN,8,SM BAG,1802.82,ly ironic decoys
80867,smoke brown metallic snow chartreuse,Manufacturer#5,Brand#53,PROMO PLATED TIN,49,JUMBO BOX,1847.86,lithely furious
80899,saddle chartreuse tomato papaya light,Manufacturer#1,Brand#11,PROMO ANODIZED COPPER,34,SM PKG,1879.89,across 
81373,chocolate light thistle moccasin drab,Manufacturer#4,Brand#43,LARGE PLATED TIN,41,SM CAN,1354.37,iously foxes-
81374,snow sienna forest grey spring,Manufacturer#5,Brand#54,ECONOMY PLATED COPPER,20,WRAP JAR,1355.37,onic 
81393,white khaki ivory saddle steel,Manufacturer#2,Brand#24,PROMO BURNISHED STEEL,1,SM BOX,1374.39,ironic 
81468,spring wheat sky burnished peach,Manufacturer#2,Brand#21,LARGE PLATED BRASS,3,WRAP CASE,1449.46,ave to sleep 
81688,midnight rosy dodger pale cornsilk,Manufacturer#1,Brand#15,ECONOMY ANODIZED COPPER,46,LG CAN,1669.68,y even de
81706,orange thistle lawn moccasin puff,Manufacturer#5,Brand#53,PROMO PLATED NICKEL,13,MED PACK,1687.7," idle, final theodol"
81910,green black lemon brown gainsboro,Manufacturer#1,Brand#12,SMALL ANODIZED STEEL,40,MED PACK,1891.91,sleep c
81940,royal goldenrod burlywood yellow midnight,Manufacturer#5,Brand#53,PROMO BURNISHED COPPER,22,SM JAR,1921.94, silent packa
81973,lemon peru blanched snow royal,Manufacturer#4,Brand#44,ECONOMY BURNISHED BRASS,40,SM BOX,1954.97,xes alo
82065,turquoise khaki rosy sienna almond,Manufacturer#2,Brand#24,ECONOMY BURNISHED NICKEL,14,WRAP PACK,1047.06, regula
51141,white honeydew goldenrod orange pale,Manufacturer#1,Brand#12,MEDIUM ANODIZED STEEL,6,MED BAG,1092.14,"egular, regular"
51159,chartreuse sandy light deep rosy,Manufacturer#1,Brand#14,PROMO BRUSHED NICKEL,35,MED CAN,1110.15,le unusual 
51277,cornflower peach royal navy ivory,Manufacturer#2,Brand#23,ECONOMY POLISHED STEEL,36,WRAP PKG,1228.27,ending accounts a
51343,seashell peru bisque wheat saddle,Manufacturer#4,Brand#45,SMALL BURNISHED NICKEL,10,WRAP JAR,1294.34,etimes regul
51369,puff medium orange coral light,Manufacturer#2,Brand#23,SMALL POLISHED BRASS,23,MED PKG,1320.36, fluffily iro
51437,midnight lavender purple bisque blush,Manufacturer#5,Brand#52,PROMO PLATED NICKEL,17,MED BOX,1388.43,y fin
51655,chiffon ghost honeydew magenta drab,Manufacturer#4,Brand#45,LARGE BRUSHED STEEL,10,SM DRUM,1606.65,the regular theodo
2170,pale tomato spring chiffon royal,Manufacturer#4,Brand#42,STANDARD BRUSHED BRASS,13,MED PKG,1072.17,e quietly deposits
2231,midnight cyan lemon violet lawn,Manufacturer#2,Brand#24,PROMO BURNISHED BRASS,45,SM BOX,1133.23,even deposits main
2356,purple yellow tan dodger gainsboro,Manufacturer#1,Brand#12,STANDARD POLISHED NICKEL,39,MED DRUM,1258.35,l deposits
2375,peach misty slate linen frosted,Manufacturer#4,Brand#42,LARGE POLISHED TIN,41,LG PACK,1277.37,uctions haggle. bol
2388,linen cream lime royal powder,Manufacturer#3,Brand#31,ECONOMY PLATED STEEL,47,WRAP CASE,1290.38,", ironic dinos co"
128313,lawn chartreuse orange floral antique,Manufacturer#5,Brand#55,ECONOMY BURNISHED STEEL,12,JUMBO CAN,1341.31,s; final
128326,metallic olive peach orange powder,Manufacturer#2,Brand#25,MEDIUM BURNISHED NICKEL,20,SM DRUM,1354.32,rding to
128433,navy navajo spring misty hot,Manufacturer#1,Brand#15,PROMO BRUSHED BRASS,17,LG BOX,1461.43,onic accou
2555,maroon indian drab light lemon,Manufacturer#5,Brand#53,STANDARD PLATED COPPER,11,SM JAR,1457.55,e even foxes.
2637,turquoise saddle navy chocolate yellow,Manufacturer#2,Brand#22,LARGE ANODIZED COPPER,29,MED DRUM,1539.63,"yly final, pendin"
128634,blue papaya lavender burlywood navy,Manufacturer#1,Brand#11,STANDARD POLISHED BRASS,34,MED DRUM,1662.63, final pa
2775,navajo smoke grey almond indian,Manufacturer#5,Brand#55,SMALL POLISHED STEEL,1,SM CAN,1677.77,ts. furiou
2783,khaki metallic blanched moccasin dark,Manufacturer#5,Brand#52,MEDIUM POLISHED BRASS,23,WRAP PKG,1685.78,among
2882,goldenrod sandy sienna light lemon,Manufacturer#5,Brand#53,PROMO POLISHED BRASS,42,SM BOX,1784.88,", bold packages kind"
2924,indian cyan cornflower smoke peru,Manufacturer#3,Brand#34,PROMO ANODIZED STEEL,33,MED JAR,1826.92,nal foxes. quickly
128864,ghost lace blanched ivory midnight,Manufacturer#3,Brand#32,MEDIUM POLISHED TIN,29,JUMBO PACK,1892.86,ent courts could b
128875,cyan antique snow ghost violet,Manufacturer#1,Brand#15,SMALL ANODIZED NICKEL,49,JUMBO BOX,1903.87,requests af
129001,violet blue dodger steel orange,Manufacturer#2,Brand#25,SMALL PLATED STEEL,6,LG PACK,1030,lites.
3064,rosy dark saddle turquoise navy,Manufacturer#3,Brand#33,MEDIUM PLATED BRASS,8,MED BAG,967.06,riously t
3166,medium lemon chartreuse burlywood misty,Manufacturer#2,Brand#23,PROMO BURNISHED NICKEL,41,JUMBO CASE,1069.16,ly. fluffily silent in
129120,dark goldenrod honeydew moccasin chartreuse,Manufacturer#3,Brand#32,MEDIUM BRUSHED NICKEL,5,MED DRUM,1149.12,deas boost 
3175,ghost black papaya dodger forest,Manufacturer#1,Brand#12,MEDIUM BURNISHED NICKEL,42,SM CAN,1078.17,ut the slyl
3210,wheat drab puff light cornsilk,Manufacturer#5,Brand#53,ECONOMY BRUSHED COPPER,22,LG DRUM,1113.21, carefully even packa
3277,powder purple peru blanched dodger,Manufacturer#3,Brand#32,LARGE POLISHED NICKEL,2,WRAP BOX,1180.27,the even
129188,green lime sandy gainsboro rosy,Manufacturer#3,Brand#35,PROMO ANODIZED TIN,27,LG PACK,1217.18,y ironic theodolit
129246,beige navajo lime mint rose,Manufacturer#5,Brand#52,LARGE PLATED TIN,37,LG CAN,1275.24, asymptotes wake care
129254,pale linen seashell snow tan,Manufacturer#5,Brand#54,STANDARD ANODIZED COPPER,41,LG JAR,1283.25,osits boost care
129255,indian frosted rosy burnished deep,Manufacturer#1,Brand#14,STANDARD BURNISHED COPPER,29,WRAP BAG,1284.25, ironic
3406,smoke lace bisque navajo peach,Manufacturer#2,Brand#24,SMALL PLATED COPPER,8,MED CAN,1309.4,ronic requests. s
3590,hot grey medium bisque midnight,Manufacturer#3,Brand#32,SMALL BRUSHED BRASS,18,SM JAR,1493.59,sly arou
129452,purple dim orange royal navy,Manufacturer#3,Brand#34,LARGE POLISHED TIN,28,LG CAN,1481.45,ely u
3622,puff beige maroon salmon chartreuse,Manufacturer#5,Brand#55,STANDARD POLISHED TIN,50,MED JAR,1525.62,mong 
3657,lavender ghost midnight chiffon lace,Manufacturer#5,Brand#55,SMALL POLISHED BRASS,12,SM CASE,1560.65, sleep. a
3662,deep hot burlywood cornflower blush,Manufacturer#1,Brand#13,MEDIUM BRUSHED COPPER,46,JUMBO BOX,1565.66,refully fina
129509,linen chiffon pink navajo orange,Manufacturer#2,Brand#23,STANDARD BRUSHED STEEL,39,MED PACK,1538.5,ckages 
3750,burlywood magenta lemon salmon frosted,Manufacturer#2,Brand#25,ECONOMY BRUSHED STEEL,49,WRAP BAG,1653.75,blith
129726,purple thistle yellow honeydew deep,Manufacturer#5,Brand#54,PROMO PLATED BRASS,21,JUMBO BOX,1755.72,. bold pl
3837,azure cornsilk lavender linen purple,Manufacturer#5,Brand#55,STANDARD BURNISHED STEEL,19,WRAP BOX,1740.83,alongside 
129767,beige chocolate cyan lime dark,Manufacturer#5,Brand#52,MEDIUM ANODIZED STEEL,38,WRAP CAN,1796.76, the final a
3942,rosy deep lime blanched tan,Manufacturer#5,Brand#51,STANDARD BURNISHED TIN,34,MED BOX,1845.94, detect slyly pe
3965,deep yellow purple maroon floral,Manufacturer#1,Brand#11,SMALL POLISHED TIN,40,MED CASE,1868.96,st alo
4006,honeydew white peru dark lemon,Manufacturer#1,Brand#12,ECONOMY BRUSHED STEEL,49,JUMBO BOX,910, quickly regular ide
129920,slate olive blush navy yellow,Manufacturer#5,Brand#52,MEDIUM BRUSHED STEEL,15,LG BOX,1949.92,silent deposits. fina
129940,black almond blanched floral blush,Manufacturer#2,Brand#24,SMALL POLISHED NICKEL,38,LG CAN,1969.94,ly express pi
129957,moccasin burnished chiffon brown sandy,Manufacturer#4,Brand#41,STANDARD ANODIZED STEEL,50,LG CAN,1986.95,lyly above
130051,slate light goldenrod blue drab,Manufacturer#2,Brand#24,MEDIUM BRUSHED COPPER,39,LG CAN,1081.05,hind the quick
130085,slate chartreuse tan chiffon metallic,Manufacturer#2,Brand#21,LARGE BURNISHED COPPER,10,SM PACK,1115.08,g requests. iron
130343,salmon goldenrod cream cornflower lemon,Manufacturer#3,Brand#35,STANDARD BURNISHED BRASS,10,LG BAG,1373.34, packages: packages ha
130389,sienna saddle salmon papaya chiffon,Manufacturer#3,Brand#35,STANDARD POLISHED STEEL,23,WRAP DRUM,1419.38, across the finally
130636,honeydew floral cornflower grey sky,Manufacturer#4,Brand#42,MEDIUM PLATED NICKEL,9,SM PACK,1666.63, detect af
130804,aquamarine cyan dim sky steel,Manufacturer#2,Brand#22,ECONOMY PLATED BRASS,47,SM PACK,1834.8,ly theodolite
130938,powder azure mint bisque black,Manufacturer#4,Brand#44,PROMO PLATED BRASS,18,WRAP BOX,1968.93,ages. 
130986,dim dark green ghost cornsilk,Manufacturer#3,Brand#34,MEDIUM BURNISHED COPPER,2,SM PKG,2016.98, ideas daz
131002,tomato blue chiffon ghost lace,Manufacturer#1,Brand#13,STANDARD PLATED STEEL,8,SM CAN,1033, carefully. 
131062,indian beige lace navy dim,Manufacturer#2,Brand#22,PROMO BURNISHED STEEL,48,MED JAR,1093.06,ts. theodolites boos
131079,linen tomato burlywood green peru,Manufacturer#1,Brand#14,LARGE ANODIZED NICKEL,26,WRAP BAG,1110.07,osits. furiously
4117,dodger burlywood slate midnight yellow,Manufacturer#1,Brand#12,STANDARD POLISHED COPPER,2,MED PKG,1021.11,eans haggle careful
4165,dark lace white green lavender,Manufacturer#3,Brand#33,STANDARD POLISHED STEEL,9,LG PACK,1069.16,excuses nag carefull
4195,pale purple white light chartreuse,Manufacturer#1,Brand#13,LARGE POLISHED STEEL,42,SM PKG,1099.19,. furiously 
131420,cornsilk ghost burlywood white lawn,Manufacturer#4,Brand#43,SMALL BRUSHED STEEL,20,MED CAN,1451.42, quickly. carefully
131468,grey tan royal light burlywood,Manufacturer#2,Brand#24,STANDARD PLATED BRASS,20,SM DRUM,1499.46,onic accounts sleep 
131509,lavender tan lime azure khaki,Manufacturer#4,Brand#44,LARGE PLATED NICKEL,20,MED PKG,1540.5,efully
4450,frosted linen antique orange lavender,Manufacturer#5,Brand#51,PROMO BRUSHED NICKEL,43,WRAP PACK,1354.45,carefully bold dep
4453,puff steel rose floral thistle,Manufacturer#4,Brand#44,PROMO POLISHED TIN,9,SM BOX,1357.45,. quic
131683,navy blush rosy sky navajo,Manufacturer#3,Brand#34,MEDIUM BURNISHED NICKEL,15,MED PACK,1714.68,the p
4548,sky lemon purple orchid ghost,Manufacturer#2,Brand#21,LARGE BRUSHED NICKEL,38,LG JAR,1452.54,ully. furio
131722,forest mint deep gainsboro orange,Manufacturer#1,Brand#15,STANDARD PLATED TIN,3,JUMBO DRUM,1753.72,ts. furi
131780,cornsilk violet burlywood powder indian,Manufacturer#2,Brand#24,ECONOMY BRUSHED COPPER,20,WRAP BOX,1811.78,packages bo
131844,lace snow seashell lemon yellow,Manufacturer#4,Brand#41,LARGE PLATED STEEL,5,SM BAG,1875.84,t the furiousl
131907,aquamarine powder firebrick azure lawn,Manufacturer#5,Brand#53,SMALL ANODIZED STEEL,25,SM DRUM,1938.9,ccounts use quickl
4909,green yellow honeydew aquamarine mint,Manufacturer#2,Brand#23,MEDIUM PLATED STEEL,18,SM PKG,1813.9,kly ironic 
132128,plum misty medium navy lemon,Manufacturer#1,Brand#11,STANDARD POLISHED NICKEL,2,WRAP DRUM,1160.12,the slyly
5407,mint wheat white powder slate,Manufacturer#5,Brand#55,PROMO BRUSHED TIN,15,JUMBO DRUM,1312.4,ongsid
5427,steel brown saddle chartreuse chiffon,Manufacturer#5,Brand#54,SMALL ANODIZED COPPER,35,LG CASE,1332.42,y even asympto
5535,rosy bisque lace coral black,Manufacturer#3,Brand#33,LARGE ANODIZED STEEL,50,SM BAG,1440.53,fluffily final depo
5601,steel white linen drab lime,Manufacturer#5,Brand#55,STANDARD ANODIZED NICKEL,29,WRAP PACK,1506.6, sheaves run slyl
5704,blush white dark sienna honeydew,Manufacturer#4,Brand#44,LARGE BRUSHED TIN,24,LG PKG,1609.7,e blithely
5916,pale lime deep lace hot,Manufacturer#5,Brand#53,PROMO BURNISHED NICKEL,2,WRAP BAG,1821.91,"uests sleep-- final, "
5983,cream goldenrod firebrick magenta deep,Manufacturer#2,Brand#22,SMALL PLATED COPPER,46,MED CASE,1888.98,ccounts caj
6150,orange powder tomato lemon brown,Manufacturer#1,Brand#11,STANDARD ANODIZED TIN,26,SM PKG,1056.15, blithe do
6164,white drab saddle snow purple,Manufacturer#1,Brand#14,PROMO BRUSHED TIN,8,JUMBO BAG,1070.16,sly slow pearls wake 
6376,white coral burlywood ivory ghost,Manufacturer#3,Brand#32,LARGE BURNISHED STEEL,22,JUMBO JAR,1282.37,to the busily fi
6435,frosted wheat royal grey ghost,Manufacturer#5,Brand#51,ECONOMY ANODIZED TIN,12,MED JAR,1341.43,press pack
6449,yellow orchid cream puff dark,Manufacturer#3,Brand#34,SMALL BURNISHED STEEL,12,LG PACK,1355.44,special d
6487,slate dodger linen drab green,Manufacturer#1,Brand#11,ECONOMY ANODIZED TIN,46,SM BOX,1393.48,e even
6589,olive white spring misty cream,Manufacturer#1,Brand#11,ECONOMY PLATED NICKEL,30,LG PACK,1495.58, even pin
132485,chocolate seashell deep misty khaki,Manufacturer#3,Brand#32,SMALL BURNISHED BRASS,10,SM BAG,1517.48,fluffi
6877,lemon ghost green thistle peru,Manufacturer#3,Brand#33,LARGE POLISHED COPPER,16,JUMBO PKG,1783.87,kly b
132609,snow wheat steel honeydew metallic,Manufacturer#1,Brand#11,ECONOMY PLATED STEEL,6,SM PACK,1641.6,ly regular
132818,peach brown royal rose metallic,Manufacturer#4,Brand#41,LARGE BURNISHED STEEL,20,JUMBO DRUM,1850.81,le carefully aft
7136,peru hot snow honeydew lime,Manufacturer#2,Brand#24,MEDIUM BURNISHED BRASS,16,LG BOX,1043.13,al foxes wake c
7391,magenta green khaki salmon turquoise,Manufacturer#2,Brand#22,LARGE BRUSHED TIN,6,MED JAR,1298.39,orges a
133136,dodger brown grey sky turquoise,Manufacturer#4,Brand#43,MEDIUM ANODIZED COPPER,10,SM CASE,1169.13,s use blithely accord
133207,yellow midnight chiffon cornsilk coral,Manufacturer#1,Brand#11,LARGE POLISHED COPPER,40,JUMBO BAG,1240.2,"inal, "
7461,burnished midnight ghost coral green,Manufacturer#1,Brand#14,ECONOMY ANODIZED STEEL,45,LG BAG,1368.46,regular account
7614,forest bisque indian navy chartreuse,Manufacturer#3,Brand#33,PROMO POLISHED BRASS,31,MED DRUM,1521.61,"c, furious deposits"
133429,orchid forest peach deep red,Manufacturer#2,Brand#21,LARGE BRUSHED NICKEL,33,JUMBO BOX,1462.42,ts cajole furio
7726,cyan floral medium peach green,Manufacturer#3,Brand#31,SMALL ANODIZED TIN,3,MED PKG,1633.72,sly above the darin
133539,spring green light violet salmon,Manufacturer#4,Brand#42,SMALL BRUSHED COPPER,15,MED BOX,1572.53,es. re
7806,rose purple dim navy papaya,Manufacturer#1,Brand#15,ECONOMY BRUSHED NICKEL,12,JUMBO DRUM,1713.8,osits. slyly
