S_SUPPKEY,S_NAME,S_ADDRESS,S_NATIONKEY,S_PHONE,S_ACCTBAL,S_COMMENT
3217,Supplier#000003217,B UeP1vTLP Do1h A2H2ajkrWrq,8,18-769-187-1802,9539.8,er quiet requests. ironic ideas sleep blithely. sl
3218,Supplier#000003218, VGNS7OvFvDIz4h73xZ3Q OomD19gce,5,15-395-281-9120,8544.61,deas dazzle fluffily slow pinto beans. blithely special packages play near th
3219,Supplier#000003219,x3aarf0um8GIbx4bY4bBJur2CQevZJ5qHWr,24,34-455-317-8245,2346.09,slyly even accounts above the
3220,Supplier#000003220,"w,xfoEnCCmNSIjYYAjO4JXhuYSewWqbZqd",20,30-493-872-2931,4670.7,"ounts. unusual, stealthy packages cajole deposits. slyly regular pinto beans affix final a"
3222,Supplier#000003222,"MdTV1w, 0dU3uNi,geP3Wkce7ut87wSKMZLIQeVQ",12,22-574-453-1097,5685.44,yly unusual requests hinder furiously fluffy requests. quick
3224,Supplier#000003224,uehMf22Gyj10xiRpK8oT,8,18-540-759-6437,7733,uses use. carefully regular accounts nag blithely slyly special gifts.
3225,Supplier#000003225,WgQVQZtHUHCtMcz,23,33-734-505-3559,1582.4,to the carefully pending deposits. ideas use slyly 
3226,Supplier#000003226,LU3K lPME2EQwpEkLzZF4Ezvi,15,25-339-545-4349,6424.17,"onic, even requests haggle above the fu"
3228,Supplier#000003228,"KDdpNKN3cWu7ZSrbdqp7AfSLxx,qWB",19,29-325-784-8187,9612.94,warhorses. quickly even deposits sublate daringly ironic instructions. slyly blithe t
3229,Supplier#000003229,lhFPfZZF8ec,17,27-868-150-6529,5771.49,"l ideas. slow, pending deposits sleep blithely. fluffily final frays cajol"
3232,Supplier#000003232,"yw4Qp7KSN,zjNa8OpEw8XFMoQvp0sYE",22,32-582-798-7274,5187.06, instructions are among the thin deposits. busily ruthless theodolites haggle blithely. furiously st
3238,Supplier#000003238,"EZAif4tzOrTSxz,",5,15-394-335-2341,5846.94,efully busy platelets are carefully. furiously special 
3245,Supplier#000003245,Dh8Ikg39onrbOL4DyTfGw8a9oKUX3d9Y,22,32-836-132-8872,8042.09,osits. packages cajole slyly. furiously regular deposits cajole slyly. q
3246,Supplier#000003246,3YNoAfDXHi,14,24-150-403-2751,4427.79,en ideas was furiously aga
3247,Supplier#000003247,"3,W9b7YACuNPhwKEkWD5Yv",4,14-946-768-1500,947.76,ounts are blithely against the quickly regular a
3250,Supplier#000003250,6 DzosfrMQNELD6NjF0VczLB3qDB,24,34-460-919-7161,2624.95,"ake blithely blithe, even de"
3252,Supplier#000003252,KdsnOrkoNgBtpguXwEe,17,27-403-707-5612,2549.61,". quickly regular theodolites use blithely ironic, regular ideas. foxes affi"
3254,Supplier#000003254,4cyxoaqape1fnXMNNCUyuE51,6,16-339-926-9564,798.83,endencies alongside of the carefully final instructions dazzle against the carefully ironic reques
3255,Supplier#000003255,4TB2q kbKyVY3,22,32-693-382-9279,3859.72,nstructions along the carefully final deposits doubt qui
3256,Supplier#000003256,0G6XBim3XM8Pfjh510,22,32-121-427-6574,1383.42,fully express deposits detect slyly special instruct
3257,Supplier#000003257,1eohH908K748ruDTuvA,18,28-754-780-3793,6021.39,"counts nag furiously of the special, ironic account"
3258,Supplier#000003258,dbAoQREuaauQXS5KuU8DpkO,19,29-283-164-4334,-553.98,y final courts detect furiously requests. packages kindle close
3259,Supplier#000003259,AIEQ9swZsDtAQyho3YAjeQY3kplxytz,5,15-416-906-4462,4131.06,usly silent platelets. final requests solv
3263,Supplier#000003263,"K,WJzmirdWB5JT2uYVeYCb tpIvz8zdCpx",14,24-174-166-6188,3291.8,tructions boost by the carefully final requests. furiously 
3266,Supplier#000003266,fLRCV7DPrTLRgpiHpopD,20,30-718-666-3194,-280.34,"ajole express, bold deposits. silent deposits wake"
3268,Supplier#000003268,wcRKYUyc1wQxr5q,18,28-271-882-9544,140.04,fluffily. bold instructions thrash 
3273,Supplier#000003273,pwb5G1n gtm0nXESwoY,23,33-902-451-5890,8292.61,le carefully final excuses. carefully ex
3277,Supplier#000003277,zW97hQ0M0JqUf7b3GDvsHkYMS,21,31-894-441-8862,3606.8,er the blithely express packages affix slyly special deposits. quickly regular deposits u
3281,Supplier#000003281,2TIoq48kSgsJd6J2jrZx,13,23-724-623-9673,1216.06," the ironic, regular theodolites. blithely final instructions to the even id"
3283,Supplier#000003283,EZhC w5my7GyXlcW,20,30-524-916-1991,7940.6," beans boost furiously. even, bol"
3286,Supplier#000003286,"9buhio7XaFz,MLuRTzosywx",14,24-567-682-2692,757.74,its affix blithely about the carefully brave excuses. special accounts
9290,Supplier#000009290,"H6t,JDB4Pp",16,26-359-813-2953,7490.17,pending pinto beans might nag slyly. pearls detect. furiously regul
9297,Supplier#000009297,l8xTeKqe4sDvbBpiKqkUhiRUw JQu,14,24-260-913-4618,1299.33,"ns cajole after the final, special platelets. pending"
9300,Supplier#000009300,"Br0nFMGdN,8duCrXx5IqL3g7RGq6aF6y",5,15-400-775-9386,7626.76, warhorses cajole above the regular asymptotes. carefully silent pinto beans sleep agai
9302,Supplier#000009302,Plz6TcSNF0pJTiBdKrJEWd6Rw31MquEN6Z,2,12-885-138-1631,6770.81,"indle quickly bold dolphins. brave, regular deposits eat"
9303,Supplier#000009303,XMkX2032QKygvHfkFF4Hk1dvYKyhk,16,26-106-907-2281,3.43,manently alongside of the requests. furiously special accounts haggle according to th
9305,Supplier#000009305,"UJMy,wReN55m8qaO9q5k,l1no52Ox5N",4,14-608-211-3276,-612.37, around the fluffily pending requests. foxes wake enticingly along the furiously t
9308,Supplier#000009308,"yV4zFJaBvx9P5wLH7,",18,28-854-703-2869,9794.83,l packages boost always slyly
9309,Supplier#000009309,ImYmBxbianlOcHdBDUl,6,16-560-442-4703,4734.89, detect according to the furiousl
9311,Supplier#000009311,UinYNHovLgBB82J0tcxN3chdG,7,17-142-643-3942,4807.43,oxes doubt against the regular accounts. fluffily final ideas sleep along th
9315,Supplier#000009315,bCKGRBBn p,6,16-538-336-9026,3565.07,haggle fluffily ironic escapades. carefully ironic ideas would cajole carefully ironic pinto
9316,Supplier#000009316,O681SFDLS8wX25Gi9r8VD6wgVCBGu3jc cJ4IoP,9,19-366-587-7535,-865.78,"equests at the quickly final deposits wake blithely ironic, unu"
9321,Supplier#000009321,"lwznHe,WHtbKlY3yRknx oU PxZwp5Ag",13,23-436-335-2124,-204.04, platelets boost fluffily pending packages. attainmen
9325,Supplier#000009325,"kk,8WW2IGQvWn2DKo5q7zFwXiBI1BgVPFb",1,11-412-424-5957,1048.96,"s along the final, final dependencies will have to cajole outsi"
9328,Supplier#000009328," DlA43cdkE,QjjUFA50ZdMxW8EoXw8a",10,20-619-531-7692,2560.41,uickly ironic accounts alongside of th
9329,Supplier#000009329,lBFsuZfRRUTipwNtkG,2,12-966-117-5624,9794.42,y even excuses cajole final accounts. furiously regular theodolites haggle. regular requests are ca
9338,Supplier#000009338,m3ElPvJHfvIbyFjbTGR6b,7,17-985-253-5364,7135.82,ronic accounts cajole carefully
9339,Supplier#000009339,rdjtJb6CvgXd2ktq,23,33-515-259-7393,7846.57,pendencies haggle furiously against the bold requ
9343,Supplier#000009343,2dYKVtYDM7ln,11,21-713-185-5048,3638.88,uses boost blithely. slyly regular foxes boost furiously.
9348,Supplier#000009348,uOf8xE8iJXh0rsu,5,15-764-224-7770,3714.25,"ously final, special decoys. "
9352,Supplier#000009352,"WwG1,Fwgai nJQ",22,32-629-439-3619,8334.82,"ronic dependencies. regular, express packages across the blithely ir"
9353,Supplier#000009353,YWMs0OdQY51lTxLTpmfhdxz4mC3,4,14-121-714-6005,7402.34, the blithely silent accounts nag
9355,Supplier#000009355,ATw43gXAnm3QIHdlX1S,17,27-371-891-4773,9335.77,gside of the ironic gifts. regular pinto beans after the p
9358,Supplier#000009358,Ds5FfdEuXPXVjjRGeq,0,10-374-899-2706,7054.49,"ntly even decoys. thin, express accounts grow across the courts. ironic deposits nag s"
9359,Supplier#000009359,3C6cbvoRrnGxmBi46zAlrIbzS8,3,13-576-481-4137,4805.61,"y regular ideas. final, pending accounts "
9364,Supplier#000009364,SlkOn3cSyA MWaBFHhn1O5yD,10,20-416-330-7740,9487.46,pendencies haggle slyly even
9366,Supplier#000009366,pJp6kbd dtmX,19,29-565-703-8971,4207.26,"boost! even, express frets boost blithely express deposits. carefully even foxes"
9368,Supplier#000009368,"3EFu0xg,fQLL",13,23-124-665-7492,7075.28,imes regular patterns hag
9369,Supplier#000009369,pxUOpUtJ6chUEk,6,16-533-254-5081,2245.78,"usly. regular, bold accounts wake fluffily. ironic, bold theodolites bo"
9371,Supplier#000009371,Pg7NzwadhYBgZnMadSuex,16,26-296-281-5239,-103,e among the carefully even packages. quie
9372,Supplier#000009372,"K0SwMDlveHxfA7hD,95uOry3s2x",16,26-440-852-4319,4823.63,ely final packages sublate never unusual pinto bean
9373,Supplier#000009373,UXNiDODh2wwCKAQaKIWaWVRC7jDE7,6,16-248-857-9945,9807.46,s wake furiously express platelets. carefully final deposits int
9378,Supplier#000009378,uuYVQC3cBerh6,0,10-277-616-7697,7157.49,ans. accounts cajole regular requests. carefully
9379,Supplier#000009379,"WXbsxhGF6Mwr5Mdt9S8ls3gaaC,",22,32-808-320-2496,9033.28,s requests breach slyly across the packages. carefull
9380,Supplier#000009380,Ka9SQRCx8 KsA,8,18-852-634-2011,9344.35,uffily even dependencies affix carefully against the dogged foxes. fl
9381,Supplier#000009381,"rhCTm7QehIznqd8 Np7VT,H5J5zSGr",21,31-405-984-7512,1619.9,"tect. furiously ironic ideas wake across the unusual, even accounts"
9382,Supplier#000009382,U635Ufh4OsWM8BBR8IbEOFFV0FQ,18,28-592-800-9172,9648.62, dependencies are slyly pending pack
9383,Supplier#000009383,"VSXQdtUW4jdfEdQO8n8i,F5",24,34-298-463-2083,467.12, platelets haggle carefully requests: regular excuses around the deposits wak
9384,Supplier#000009384,Z7Txs1yOp4mVCG,24,34-393-170-2099,5776.82,ndencies between the doggedly pending requests serve blithely acco
9394,Supplier#000009394,ZZcjdMzFRIEOlyJSH,9,19-537-469-8663,1340.79,slyly enticing ideas are blithely after the theodoli
9395,Supplier#000009395,"DAT9T,nuGGqPEQ",16,26-812-893-7269,4587.21,ccounts. slyly regular asymptotes haggle idly. carefull
9396,Supplier#000009396,"iXhvx5pFwt,AssHirVoyWjfn",16,26-248-592-8049,7231.64,ges. blithely regular packages above the spe
9397,Supplier#000009397,V4vl6KxYjPGAA2BE65tMariCbkL,4,14-789-559-9865,1217.66,". final, pending requests "
9399,Supplier#000009399,QDf7NxmDrc17I1HlGaIOAZSeq,2,12-259-165-6237,-691.49,auternes wake along the express account
9401,Supplier#000009401,"VfE1W9ZfSHf673xmaOXSB3vv,PGBkAZIVV",8,18-117-294-2978,21.01, ideas use among the slyly final accounts. fluffily reg
9406,Supplier#000009406,"XvU79GhJcUgAycXY4 d1nJeYgwUJA,",0,10-201-804-6866,1262.5,xes around the even packages boost carefully quickly special deposits. fluffily special instruc
9407,Supplier#000009407,CHRCbkaWcf5B,23,33-903-970-9604,8754.24,e ironic requests. carefully even foxes above the furious
9411,Supplier#000009411,y 9HOu3o5fXmQKc7VmA,18,28-902-415-7563,6900.08,according to the final requests. slyly silent instructions boost furiously-- fluffily un
9415,Supplier#000009415,3fyJj02swxtfgxdPt6LnP,12,22-127-774-5625,5882.37,hely pending packages. quickly express foxes could are slyly. deposits sleep dep
9417,Supplier#000009417,Ebq36O1zgEr9HuT22ur3YuAGy2Ey0 wf29aIFLGa,16,26-108-259-3708,5058.97, slyly final theodolites above the slyly ironic platel
9421,Supplier#000009421,M6imBfUIHAcsg82pkol6DSeAoxoL,15,25-522-739-5607,7898.04,ackages sleep quickly furiously special accounts. furious
9425,Supplier#000009425,wARLFXaMe3UlIirswe1eeK 8 ocG,8,18-917-996-2056,-21.68,"efully. fluffily regular packages affix regular instructions. sly, unusual deposits haggle among "
9428,Supplier#000009428,R5CHcFZIdnWOvAjRKV4sV0CvfQrtZQKBRzAqaQ,1,11-896-966-5146,5429.37,"ide of the slyly ironic requests. regular, even requests solve slyly?"
9429,Supplier#000009429,"LvcH9y3y5Q2XaN,vIo",5,15-495-957-2715,4469.17,must wake slyly even packages. frays haggle bus
9432,Supplier#000009432,"Pjys2qZZQjh3QH5tFDv,m",4,14-855-482-5723,2793.26,refully ironic packages! ex
9443,Supplier#000009443,"vjy,6EUB9nTBC6sv",8,18-407-362-3569,397.54,eposits haggle carefully among the regular dependencies. deposits sleep s
9444,Supplier#000009444,K7CLkDGsMENC3,17,27-680-497-6795,2418.87,bold accounts. quickly ironic packages abou
9445,Supplier#000009445,AyEP8mMQ8VpXLwCIj0,3,13-989-455-3374,6988.35,o the ironic requests. bold packages wake blithely along the carefully regular foxes. ironic pac
9448,Supplier#000009448,"GtJQnxMJXtY7avSqfHrnDx0,DSsWyV2",1,11-945-401-8077,1681,ideas. slyly final ideas across the carefully regular the
9449,Supplier#000009449,3kGy7IDpszy3dgSN,4,14-608-640-9937,2479.92,ounts promise. quickly even gifts haggle blithely. carefu
9450,Supplier#000009450,0d zNrvhTpg,10,20-729-897-5564,9999.72,"totes. bold, blithe packages nag against the slyly regular instructions. bold,"
9452,Supplier#000009452,",xOqIi1xiqjdktPVwKAZapDwEFvzfToWb",9,19-392-969-9048,5878.23," after the ironic packages! quickly final packages after the final, bold accounts integrate"
9453,Supplier#000009453," rdngVAY7,",9,19-403-545-2290,2438.33,"ial ideas wake blithely asymptotes. express, even instructions cajole; sl"
9458,Supplier#000009458,SEPWjPcp03 JMpsCzShQuYAkCFuLXg,12,22-198-686-8871,-131.51,nts. slyly special accounts thrash furiously. quickly special package
9460,Supplier#000009460,j4O6xdqHc029jy5iPBgNv3E,3,13-256-210-9297,4023.16," careful, even Tiresias sleep fluffily "
9465,Supplier#000009465,d5JrHvIlyzdFoO,23,33-947-207-4786,9071.56,ding to the carefully ironic accounts. unusual packages bo
9471,Supplier#000009471,"DbfJ 7VNkFOnU4W,7o",11,21-578-514-3601,9517.36,"en asymptotes integrate quickly blithely even deposits. express, regular deposits haggle fluffily"
9475,Supplier#000009475,VXu9a M8v0EydULIq1j0sp7p3r8AATYn4,16,26-234-208-8814,3161.8,"e of the bold, bold dolphins promise slyly quickly ironic pl"
9476,Supplier#000009476,EtdRuZQx9Jb8zm8fbOypg1aI1YgcyUCNQ22F,4,14-504-219-3202,8418.69,n asymptotes. silent platelets boost silent dependenc
9481,Supplier#000009481,pVlkK1po67Tw,16,26-369-206-8249,6460.68,"ts promise carefully about the ironically pending foxes. special, final instructions integrat"
9483,Supplier#000009483,x3PUGAy4lrknjrVMUeVnktwvYLBK4tjXAM,10,20-331-258-3889,5516.15, slyly pending deposits cajole among
9484,Supplier#000009484,NduT RdP6FHKsVzdiJiasyFTVhpSFReHbUN,19,29-208-651-5479,-60.23,encies boost carefully busily silent ideas. deposits across the regular foxes cajole furiously 
9485,Supplier#000009485,"UhGFZ0dCbU1I6 oIgmsM WWpb3,",19,29-507-123-7081,8578.28,"l theodolites. bold, even platelets about the bli"
9488,Supplier#000009488,Sh0ia0he7Z9jiOqTgtaiN0Sa,12,22-813-963-1426,1121.19,y ironic somas. blithely stealthy deposits around the blithely even accounts print quic
9490,Supplier#000009490,pjD9sH0WR 9GL2jYDdXUsrWxOvXx,19,29-373-605-6011,6181.11,en packages beyond the carefully express requests cajole furiously carefully special ideas. closely 
9493,Supplier#000009493,CTYJSPTsYe5W9IG,17,27-454-332-6489,6093.86,ven instructions are above the special foxe
9498,Supplier#000009498,dDkobGZ5hwO9aUDG0ipVJgJ8,9,19-999-351-5454,3338.8, furiously even sauternes cajole fluffily furio
9499,Supplier#000009499,"b7pbLXQCK,3v58O8KpogTTyeTcF5HOLo72,izPx4",11,21-130-844-7565,2194.84,e alongside of the blithely regul
9500,Supplier#000009500,vgmapeI1rH4c7tIp8LaTbd,4,14-577-604-5292,3659.4,usual accounts. fluffily silent asympto
9505,Supplier#000009505,"n1pXScGMekx23nPfg9vgGM4Sy8kd7IQmtU,O",19,29-746-694-1348,9156.28,es haggle carefully even ideas. regular requests play quickly across the c
9506,Supplier#000009506,"YqNm9Ml0j,8NhZntYZKzJgWZdrUxX7t",3,13-151-102-5307,8607.27,the quiet foxes. quickly bold accounts use furiously about th
9512,Supplier#000009512,DiSWvB4WPxhpN4hOr5e0WC2Q,14,24-168-367-6579,7589.84,al theodolites according to the carefully spec
9515,Supplier#000009515,"thTcYEdId1T5lsReuSB9XZuMY0Vx,dqK4xB ",12,22-100-384-8656,3051.66," carefully regular dependencies thrash above the bold, regular dependencies. ironic ideas integ"
9524,Supplier#000009524,bt0azfQEYoLynPBBS,11,21-835-774-3116,3627.83,erns use carefully. slyly busy instructions a
9526,Supplier#000009526,oVTCHA9Civ9d1CghlwI,10,20-788-250-8252,-248.8,express packages. furiously slow accounts sleep inside the slyly silent waters. furiously express th
9527,Supplier#000009527,RmgAFGfsFttrkvP45QIcfP2,4,14-922-292-1729,7355.08,carefully accounts. pending ideas about the pinto beans wake furiously acco
9528,Supplier#000009528,"n,bNmusFFl8LmLRWMSBkDwj2Hr,rhhBGFdV,Tr3r",2,12-181-831-1307,7825.7,beans. carefully unusual instructions haggle carefully even courts. platelets nod. blithely e
9530,Supplier#000009530,"eFhnjFzyu5yN,4nMFIbxEFT5bs84 RIt3",5,15-563-724-4838,4122.73,sly regular foxes. quickly bold instructions about the daringly regular deposits detect carefully th
9531,Supplier#000009531,AR2f89X8RBUGDAjlCqv0dR96Vx0S3BB,17,27-926-192-5306,-204.67, the unusual deposits. pending requests ca
9536,Supplier#000009536,Vg3xBMS9wMP3h0O,9,19-415-490-9964,3749.78,"ctions poach. bold, furious reques"
9542,Supplier#000009542,I 6RF2VfTAlFdpmsrA,22,32-300-861-4282,1647.23,ar packages nag slyly. furiously pending accounts sleep along the ironic deposits. regularly pen
9546,Supplier#000009546,2eylkElhdzW694N4gROtj4OGq2dHKzY,13,23-909-997-5890,2338.83,fully slyly final attainmen
9550,Supplier#000009550,rsOABl2HDhHUl4kpPsj0gbZPONYWOrfbs8,9,19-471-689-2492,9524.33,re ruthlessly against the fluffily bo
9551,Supplier#000009551,8fW3HZk0UVkr25gA,10,20-260-266-9203,1451.82," final dolphins affix. ironic, pending braids boost. slyly unusual instru"
9557,Supplier#000009557,"HGuiT0wySXim,4t26Mn9R3zt0 n",23,33-283-740-7203,9600.65,onic deposits; furiously express accounts alongs
9560,Supplier#000009560,c39bMVAzQ kCPl,2,12-502-695-6531,3352.75,"kages sleep fluffily atop the carefully unusual accounts. final, final ideas sleep. furiously unu"
9562,Supplier#000009562,"073rt4aydFLO,48ecGgo1vkZ27,oQWrWyP1UKw0e",14,24-474-154-8020,9289.1,uickly across the quickly unusual accounts. furiously even foxes serve furi
9563,Supplier#000009563,fl dNSU309HEd1K,9,19-638-205-8748,7982.5, dinos according to the regular instructions would maintain slyly against the enticingly r
9571,Supplier#000009571,TeIMA2rqtweBI5cKTb9LPqtgXJ2Ft6H4,17,27-918-538-6528,138.62,ronic pinto beans. decoys are slyl
9573,Supplier#000009573,"cz,oBNKLoI,9hE1u",14,24-293-594-6031,2953.08,"ns. furiously ironic deposits use evenly special, regular"
9574,Supplier#000009574,"zjx57 niIV6 ENacO11W6aE,aW0ohfHum",0,10-210-767-2649,9324.34,"uriously after the final, pending deposits. ironic requests integrate unusual, ironic Tiresias"
9575,Supplier#000009575,"qAdrnjTmcGUqpcVQy CdX PIiFGea,TwFl",24,34-882-374-7778,6338.34,ackages nag slyly final packages. slyly bold pinto beans haggle dog
9583,Supplier#000009583,mD7rK64MLVWTE sZ1wPtGVz76a,13,23-970-824-2232,9518.41,"gs cajole. bold, regular accounts nag blithely against the spe"
9585,Supplier#000009585,hoefu6j59L8HoexLEFQ8N7Rj54zOEu2,19,29-491-422-1223,-127.07,ts according to the carefully special epitaphs haggle boldly regular accounts. specia
